protocol,port,service,description
TCP,996,rsync,vsinet
TCP,997,iclcnet-locate,maitrd
TCP,998,iclcnet_svinfo,busboy
TCP,999,cddbp,puprouter
TCP,1000,omginitialrefs,cadlock
TCP,1002,smpnameres,Microsoft Site Server Internet Locator Service (Netmeeting/ICF)
TCP,1008,ideafarm-door,UFS-aware server
TCP,1010,ideafarm-panic,surf
TCP,1011,kink,Doly (Windows Trojan)
TCP,1015,xact-backup,Doly (Windows Trojan)
TCP,1023,apex-mesh,Reserved
TCP,1024,apex-edge,Reserved
TCP,1025,,MSTASK / network blackjack
TCP,1026,ftps-data,MSTASK / Remote Login Network Terminal
TCP,1030,ftps,BBN IAD
TCP,1031,nas,InetInfo / BBN IAD
TCP,1032,telnets,BBN IAD
TCP,1042,imaps,W32.Mydoom.L virus
TCP,1047,,Sun's NEO Object Request Broker
TCP,1048,pop3s,Sun's NEO Object Request Broker
TCP,1049,vsinet,Tobit David Postman VPMN
TCP,1050,maitrd,CORBA Management Agent
TCP,1051,puparp,Optima VNET
TCP,1052,puprouter,Dynamic DNS Tools
TCP,1053,cadlock2,Remote Assistant (RA)
TCP,1054,,BRVREAD
TCP,1055,,ANSYS - License Manager
TCP,1056,surf,VFO
TCP,1057,,STARTRON
TCP,1058,,nim
TCP,1059,,nimreg
TCP,1060,,POLESTAR
TCP,1061,,KIOSK
TCP,1062,,Veracity
TCP,1063,,KyoceraNetDev
TCP,1064,,JSTEL
TCP,1065,,SYSCOMLAN
TCP,1066,,FPO-FNS
TCP,1067,exp1,Installation Bootstrap Proto. Serv.
TCP,1068,exp2,Installation Bootstrap Proto. Cli.
TCP,1069,,COGNEX-INSIGHT
TCP,1070,,GMRUpdateSERV
TCP,1071,blackjack,BSQUARE-VOIP
TCP,1072,cap,CARDAX
TCP,1073,,BridgeControl
TCP,1074,,FASTechnologies License Manager
TCP,1075,solid-mux,RDRMSHC
TCP,1076,,DAB STI-C
TCP,1077,,IMGames
TCP,1078,,eManageCstp
TCP,1079,netinfo-local,ASPROVATalk
TCP,1080,activesync,Socks / W32.Beagle.AB trojan
TCP,1081,mxxrlogin,PVUNIWIEN
TCP,1082,nsstp,AMT-ESD-PROT
TCP,1083,ams,Anasoft License Manager
TCP,1084,mtqp,Anasoft License Manager
TCP,1085,sbl,Web Objects
TCP,1086,netarx,CPL Scrambler Logging
TCP,1087,danf-ak2,CPL Scrambler Internal
TCP,1088,afrog,CPL Scrambler Alarm Log
TCP,1089,boinc-client,FF Annunciation
TCP,1090,dcutility,FF Fieldbus Message Specification
TCP,1091,fpitp,FF System Management
TCP,1092,wfremotertm,OBRPD
TCP,1093,neod1,PROOFD
TCP,1094,neod2,ROOTD
TCP,1095,td-postman,NICELink
TCP,1096,cma,Common Name Resolution Protocol
TCP,1097,optima-vnet,Sun Cluster Manager
TCP,1098,ddt,RMI Activation
TCP,1099,remote-as,RMI Registry
TCP,1100,brvread,MCTP
TCP,1101,ansyslmd,PT2-DISCOVER
TCP,1102,vfo,ADOBE SERVER 1
TCP,1103,startron,ADOBE SERVER 2
TCP,1104,nim,XRL
TCP,1105,nimreg,FTRANHC
TCP,1106,polestar,ISOIPSIGPORT-1
TCP,1107,kiosk,ISOIPSIGPORT-2
TCP,1108,veracity,ratio-adp
TCP,1109,kyoceranetdev,Pop with Kerberos
TCP,1110,jstel,Cluster status info
TCP,1111,syscomlan,LM Social Server
TCP,1112,fpo-fns,Intelligent Communication Protocol
TCP,1114,instl_boots,Mini SQL
TCP,1115,instl_bootc,ARDUS Transfer
TCP,1116,cognex-insight,ARDUS Control
TCP,1117,gmrupdateserv,ARDUS Multicast Transfer
TCP,1123,bsquare-voip,Murray
TCP,1127,cardax,SUP debugging
TCP,1155,bridgecontrol,Network File Access
TCP,1161,warmspotMgmt,Health Polling
TCP,1162,rdrmshc,Health Trap
TCP,1169,dab-sti-c,TRIPWIRE
TCP,1178,imgames,SKK (kanji input)
TCP,1180,avocent-proxy,Millicent Client Proxy
TCP,1188,asprovatalk,HP Web Admin
TCP,1200,socks,SCOL
TCP,1201,pvuniwien,Nucleus Sand
TCP,1202,amt-esd-prot,caiccipc
TCP,1203,ansoft-lm-1,License Validation
TCP,1204,ansoft-lm-2,Log Request Listener
TCP,1205,webobjects,Accord-MGC
TCP,1206,cplscrambler-lg,Anthony Data
TCP,1207,cplscrambler-in,MetaSage
TCP,1208,cplscrambler-al,SEAGULL AIS
TCP,1209,ff-annunc,IPCD3
TCP,1210,ff-fms,EOSS
TCP,1211,ff-sm,Groove DPP
TCP,1212,obrpd,lupa
TCP,1213,proofd,MPC LIFENET
TCP,1214,rootd,KAZAA (Morpheus)
TCP,1215,nicelink,scanSTAT 1.0
TCP,1216,cnrprotocol,ETEBAC 5
TCP,1217,sunclustermgr,HPSS-NDAPI
TCP,1218,rmiactivation,AeroFlight-ADs
TCP,1219,rmiregistry,AeroFlight-Ret
TCP,1220,mctp,QT SERVER ADMIN
TCP,1221,pt2-discover,SweetWARE Apps
TCP,1222,adobeserver-1,SNI R&D network
TCP,1223,adobeserver-2,TGP
TCP,1224,xrl,VPNz
TCP,1225,ftranhc,SLINKYSEARCH
TCP,1226,isoipsigport-1,STGXFWS
TCP,1227,isoipsigport-2,DNS2Go
TCP,1228,ratio-adp,FLORENCE
TCP,1229,,Novell ZFS
TCP,1234,nfsd-keepalive,W32.Beagle.Y trojan / Infoseek Search Agent
TCP,1239,lmsocialserver,NMSD
TCP,1241,icp,Nessus Daemon / remote message service
TCP,1243,ltp-deepspace,SubSeven (Windows Trojan)
TCP,1245,mini-sql,Subseven backdoor remote access tool
TCP,1248,ardus-trns,hermes
TCP,1270,ardus-cntl,Microsoft Operations Manager MOM-Encrypted
TCP,1300,ardus-mtrns,H323 Host Call Secure
TCP,1310,sacred,Husky
TCP,1311,bnetgame,RxMon
TCP,1312,bnetfile,STI Envision
TCP,1313,rmpp,BMC_PATROLDB
TCP,1314,availant-mgr,Photoscript Distributed Printing System
TCP,1319,murray,Panja-ICSP
TCP,1320,hpvmmcontrol,Panja-AXBNET
TCP,1321,hpvmmagent,PIP
TCP,1335,hpvmmdata,Digital Notary Protocol
TCP,1345,kwdb-commn,VPJP
TCP,1346,saphostctrl,Alta Analytics License Manager
TCP,1347,saphostctrls,multi media conferencing
TCP,1348,casp,multi media conferencing
TCP,1349,caspssl,Registration Network Protocol
TCP,1350,kvm-via-ip,Registration Network Protocol
TCP,1351,dfn,Digital Tool Works (MIT)
TCP,1352,aplx,Lotus Notes
TCP,1353,omnivision,Relief Consulting
TCP,1354,hhb-gateway,RightBrain Software
TCP,1355,trim,Intuitive Edge
TCP,1356,encrypted_admin,CuillaMartin Company
TCP,1357,evm,Electronic PegBoard
TCP,1358,autonoc,CONNLCLI
TCP,1359,mxomss,FTSRV
TCP,1360,edtools,MIMER
TCP,1361,imyx,LinX
TCP,1362,fuscript,TimeFlies
TCP,1363,x9-icue,Network DataMover Requester
TCP,1364,audit-transfer,Network DataMover Server
TCP,1365,capioverlan,Network Software Associates
TCP,1366,elfiq-repl,Novell NetWare Comm Service Platform
TCP,1367,bvtsonar,DCS
TCP,1368,blaze,ScreenCast
TCP,1369,unizensus,GlobalView to Unix Shell
TCP,1370,winpoplanmess,Unix Shell to GlobalView
TCP,1371,c1222-acse,Fujitsu Config Protocol
TCP,1372,resacommunity,Fujitsu Config Protocol
TCP,1373,nfa,Chromagrafx
TCP,1374,iascontrol-oms,EPI Software Systems
TCP,1375,iascontrol,Bytex
TCP,1376,dbcontrol-oms,IBM Person to Person Software
TCP,1377,oracle-oms,Cichlid License Manager
TCP,1378,olsv,Elan License Manager
TCP,1379,health-polling,Integrity Solutions
TCP,1380,health-trap,Telesis Network License Manager
TCP,1381,sddp,Apple Network License Manager
TCP,1382,qsm-proxy,udt_os
TCP,1383,qsm-gui,GW Hannaway Network License Manager
TCP,1384,qsm-remote,Objective Solutions License Manager
TCP,1385,cisco-ipsla,Atex Publishing License Manager
TCP,1386,vchat,CheckSum License Manager
TCP,1387,tripwire,Computer Aided Design Software Inc LM
TCP,1388,atc-lm,Objective Solutions DataBase Cache
TCP,1389,atc-appserver,Document Manager
TCP,1390,dnap,Storage Controller
TCP,1391,d-cinema-rrp,Storage Access Server
TCP,1392,fnet-remote-ui,Print Manager
TCP,1393,dossier,Network Log Server
TCP,1394,indigo-server,Network Log Client
TCP,1395,dkmessenger,PC Workstation Manager software
TCP,1396,sgi-storman,DVL Active Mail
TCP,1397,b2n,Audio Active Mail
TCP,1398,mc-client,Video Active Mail
TCP,1399,3comnetman,Cadkey License Manager
TCP,1400,accelenet-data,Cadkey Tablet Daemon
TCP,1401,llsurfup-http,Goldleaf License Manager
TCP,1402,llsurfup-https,Prospero Resource Manager
TCP,1403,catchpole,Prospero Resource Manager
TCP,1404,mysql-cluster,Infinite Graphics License Manager
TCP,1405,alias,IBM Remote Execution Starter
TCP,1406,hp-webadmin,NetLabs License Manager
TCP,1407,unet,DBSA License Manager
TCP,1408,commlinx-avl,Sophia License Manager
TCP,1409,gpfs,Here License Manager
TCP,1410,caids-sensor,HiQ License Manager
TCP,1411,fiveacross,AudioFile
TCP,1412,openvpn,InnoSys
TCP,1413,rsf-1,Innosys-ACL
TCP,1414,netmagic,IBM MQSeries
TCP,1415,carrius-rshell,DBStar
TCP,1416,cajo-discovery,Novell LU6.2
TCP,1417,dmidi,Timbuktu Service 1 Port
TCP,1418,scol,Timbuktu Service 2 Port
TCP,1419,nucleus-sand,Timbuktu Service 3 Port
TCP,1420,caiccipc,Timbuktu Service 4 Port
TCP,1421,ssslic-mgr,Gandalf License Manager
TCP,1422,ssslog-mgr,Autodesk License Manager
TCP,1423,accord-mgc,Essbase Arbor Software
TCP,1424,anthony-data,Hybrid Encryption Protocol
TCP,1425,metasage,Zion Software License Manager
TCP,1426,seagull-ais,Satellite-data Acquisition System 1
TCP,1427,ipcd3,mloadd monitoring tool
TCP,1428,eoss,Informatik License Manager
TCP,1429,groove-dpp,Hypercom NMS
TCP,1430,lupa,Hypercom TPDU
TCP,1431,mpc-lifenet,Reverse Gossip Transport
TCP,1432,kazaa,Blueberry Software License Manager
TCP,1433,scanstat-1,Microsoft-SQL-Server
TCP,1434,etebac5,Microsoft-SQL-Monitor
TCP,1435,hpss-ndapi,IBM CICS
TCP,1436,aeroflight-ads,Satellite-data Acquisition System 2
TCP,1437,aeroflight-ret,Tabula
TCP,1438,qt-serveradmin,Eicon Security Agent/Server
TCP,1439,sweetware-apps,Eicon X25/SNA Gateway
TCP,1440,nerv,Eicon Service Location Protocol
TCP,1441,tgp,Cadis License Management
TCP,1442,vpnz,Cadis License Management
TCP,1443,slinkysearch,Integrated Engineering Software
TCP,1444,stgxfws,Marcam License Management
TCP,1445,dns2go,Proxima License Manager
TCP,1446,florence,Optical Research Associates License Manager
TCP,1447,zented,Applied Parallel Research LM
TCP,1448,periscope,OpenConnect License Manager
TCP,1449,menandmice-lpm,PEport
TCP,1450,first-defense,Tandem Distributed Workbench Facility
TCP,1451,univ-appserver,IBM Information Management
TCP,1452,search-agent,GTE Government Systems License Man
TCP,1453,mosaicsyssvc1,Genie License Manager
TCP,1454,bvcontrol,interHDL License Manager
TCP,1455,tsdos390,ESL License Manager
TCP,1456,hacl-qs,DCA
TCP,1457,nmsd,Valisys License Manager
TCP,1458,instantia,Nichols Research Corp.
TCP,1459,nessus,Proshare Notebook Application
TCP,1460,nmasoverip,Proshare Notebook Application
TCP,1461,serialgateway,IBM Wireless LAN
TCP,1462,world-l14,World License Manager
TCP,1463,isbconference2,Nucleus
TCP,1464,payrouter,MSL License Manager
TCP,1465,visionpyramid,Pipes Platform
TCP,1466,hermes,Ocean Software License Manager
TCP,1467,mesavistaco,CSDMBASE
TCP,1468,swldy-sias,CSDM
TCP,1469,servergraph,Active Analysis Limited License Manager
TCP,1470,bspne-pcc,Universal Analytics
TCP,1471,q55-pcc,csdmbase
TCP,1472,de-noc,csdm
TCP,1473,de-cache-query,OpenMath
TCP,1474,de-server,Telefinder
TCP,1475,shockwave2,Taligent License Manager
TCP,1476,opennl,clvm-cfg
TCP,1477,opennl-voice,ms-sna-server
TCP,1478,ibm-ssd,ms-sna-base
TCP,1479,mpshrsv,dberegister
TCP,1480,qnts-orb,PacerForum
TCP,1481,dka,AIRS
TCP,1482,prat,Miteksys License Manager
TCP,1483,dssiapi,AFS License Manager
TCP,1484,dellpwrappks,Confluent License Manager
TCP,1485,epc,LANSource
TCP,1486,propel-msgsys,nms_topo_serv
TCP,1487,watilapp,LocalInfoSrvr
TCP,1488,opsmgr,DocStor
TCP,1489,excw,dmdocbroker
TCP,1490,cspmlockmgr,insitu-conf
TCP,1491,emc-gateway,anynetgateway
TCP,1492,t1distproc,stone-design-1
TCP,1493,ivcollector,netmap_lm
TCP,1494,,Citrix/ica
TCP,1495,miva-mqs,cvc
TCP,1496,dellwebadmin-1,liberty-lm
TCP,1497,dellwebadmin-2,rfx-lm
TCP,1498,pictrography,Sybase SQL Any
TCP,1499,healthd,Federico Heinz Consultora
TCP,1500,emperion,VLSI License Manager
TCP,1501,productinfo,Satellite-data Acquisition System 3
TCP,1502,iee-qfx,Shiva
TCP,1503,neoiface,MS Netmeeting / T.120 / Databeam
TCP,1504,netuitive,EVB Software Engineering License Manager
TCP,1505,routematch,Funk Software Inc.
TCP,1506,navbuddy,Universal Time daemon (utcd)
TCP,1507,jwalkserver,symplex
TCP,1508,winjaserver,diagmond
TCP,1509,seagulllms,Robcad Ltd. License Manager
TCP,1510,dsdn,Midland Valley Exploration Ltd. Lic. Man.
TCP,1511,pkt-krb-ipsec,3l-l1
TCP,1512,cmmdriver,Microsoft's Windows Internet Name Service
TCP,1513,ehtp,Fujitsu Systems Business of America Inc
TCP,1514,dproxy,Fujitsu Systems Business of America Inc
TCP,1515,sdproxy,ifor-protocol
TCP,1516,lpcp,Virtual Places Audio data
TCP,1517,hp-sci,Virtual Places Audio control
TCP,1518,h323hostcallsc,Virtual Places Video data
TCP,1519,ci3-software-1,Virtual Places Video control
TCP,1520,ci3-software-2,atm zip office
TCP,1521,sftsrv,Oracle8i Listener / nCube License Manager
TCP,1522,boomerang,Ricardo North America License Manager
TCP,1523,pe-mike,cichild
TCP,1524,re-conn-proto,dtspcd / ingres
TCP,1525,pacmand,Oracle / Prospero Directory Service non-priv
TCP,1526,odsi,Prospero Data Access Prot non-priv
TCP,1527,jtag-server,oracle
TCP,1528,husky,micautoreg
TCP,1529,rxmon,oracle
TCP,1530,sti-envision,Oracle ExtProc (PLSExtProc) / rap-service
TCP,1531,bmc_patroldb,rap-listen
TCP,1532,pdps,miroconnect
TCP,1533,els,Virtual Places Software
TCP,1534,exbit-escp,micromuse-lm
TCP,1535,vrts-ipcserver,ampr-info
TCP,1536,krb5gatekeeper,ampr-inter
TCP,1537,amx-icsp,isi-lm
TCP,1538,amx-axbnet,3ds-lm
TCP,1539,pip,Intellistor License Manager
TCP,1540,novation,rds
TCP,1541,brcd,rds2
TCP,1542,delta-mcp,gridgen-elmd
TCP,1543,dx-instrument,simba-cs
TCP,1544,wimsic,aspeclmd
TCP,1545,ultrex,vistium-share
TCP,1546,ewall,abbaccuray
TCP,1547,netdb-export,laplink
TCP,1548,streetperfect,Axon License Manager
TCP,1549,intersan,Shiva Hose
TCP,1550,pcia-rxp-b,Image Storage license manager 3M Company
TCP,1551,passwrd-policy,HECMTL-DB
TCP,1552,writesrv,pciarray
TCP,1553,digital-notary,sna-cs
TCP,1554,ischat,CACI Products Company License Manager
TCP,1555,menandmice-dns,livelan
TCP,1556,wmc-log-svc,AshWin CI Tecnologies
TCP,1557,kjtsiteserver,ArborText License Manager
TCP,1558,naap,xingmpeg
TCP,1559,qubes,web2host
TCP,1560,esbroker,asci-val
TCP,1561,re101,facilityview
TCP,1562,icap,pconnectmgr
TCP,1563,vpjp,Cadabra License Manager
TCP,1564,alta-ana-lm,Pay-Per-View
TCP,1565,bbn-mmc,WinDD
TCP,1566,bbn-mmx,CORELVIDEO
TCP,1567,sbook,jlicelmd
TCP,1568,editbench,tsspmap
TCP,1569,equationbuilder,ets
TCP,1570,lotusnote,orbixd
TCP,1571,relief,Oracle Remote Data Base
TCP,1572,XSIP-network,Chipcom License Manager
TCP,1573,intuitive-edge,itscomm-ns
TCP,1574,cuillamartin,mvel-lm
TCP,1575,pegboard,oraclenames
TCP,1576,connlcli,moldflow-lm
TCP,1577,ftsrv,hypercube-lm
TCP,1578,mimer,Jacobus License Manager
TCP,1579,linx,ioc-sea-lm
TCP,1580,timeflies,tn-tl-r1
TCP,1581,ndm-requester,MIL-2045-47001
TCP,1582,ndm-server,MSIMS
TCP,1583,adapt-sna,simbaexpress
TCP,1584,netware-csp,tn-tl-fd2
TCP,1585,dcs,intv
TCP,1586,screencast,ibm-abtact
TCP,1587,gv-us,pra_elmd
TCP,1588,us-gv,triquest-lm
TCP,1589,fc-cli,VQP
TCP,1590,fc-ser,gemini-lm
TCP,1591,chromagrafx,ncpm-pm
TCP,1592,molly,commonspace
TCP,1593,bytex,mainsoft-lm
TCP,1594,ibm-pps,sixtrak
TCP,1595,cichlid,radio
TCP,1596,elan,radio-sm
TCP,1597,dbreporter,orbplus-iiop
TCP,1598,telesis-licman,picknfs
TCP,1599,apple-licman,simbaservices
TCP,1600,udt_os,Bofra-A worm / issd
TCP,1601,gwha,aas
TCP,1602,os-licman,inspect
TCP,1603,atex_elmd,pickodbc
TCP,1604,checksum,icabrowser
TCP,1605,cadsi-lm,Salutation Manager (Salutation Protocol)
TCP,1606,objective-dbc,Salutation Manager (SLM-API)
TCP,1607,iclpv-dm,stt
TCP,1608,iclpv-sc,Smart Corp. License Manager
TCP,1609,iclpv-sas,isysg-lm
TCP,1610,iclpv-pm,taurus-wh
TCP,1611,iclpv-nls,Inter Library Loan
TCP,1612,iclpv-nlc,NetBill Transaction Server
TCP,1613,iclpv-wsm,NetBill Key Repository
TCP,1614,dvl-activemail,NetBill Credential Server
TCP,1615,audio-activmail,NetBill Authorization Server
TCP,1616,video-activmail,NetBill Product Server
TCP,1617,cadkey-licman,Nimrod Inter-Agent Communication
TCP,1618,cadkey-tablet,skytelnet
TCP,1619,goldleaf-licman,xs-openstorage
TCP,1620,prm-sm-np,faxportwinport
TCP,1621,prm-nm-np,softdataphone
TCP,1622,igi-lm,ontime
TCP,1623,ibm-res,jaleosnd
TCP,1624,netlabs-lm,udp-sr-port
TCP,1625,,svs-omagent
TCP,1626,sophia-lm,Shockwave
TCP,1627,here-lm,T.128 Gateway
TCP,1628,hiq,LonTalk normal
TCP,1629,af,LonTalk urgent
TCP,1630,innosys,Oracle Net8 Cman
TCP,1631,innosys-acl,Visit view
TCP,1632,ibm-mqseries,PAMMRATC
TCP,1633,dbstar,PAMMRPC
TCP,1634,novell-lu6.2,Log On America Probe
TCP,1635,timbuktu-srv1,EDB Server 1
TCP,1636,timbuktu-srv2,CableNet Control Protocol
TCP,1637,timbuktu-srv3,CableNet Admin Protocol
TCP,1638,timbuktu-srv4,Bofra-A worm / CableNet Info Protocol
TCP,1639,gandalf-lm,cert-initiator
TCP,1640,autodesk-lm,cert-responder
TCP,1641,essbase,InVision
TCP,1642,hybrid,isis-am
TCP,1643,zion-lm,isis-ambc
TCP,1644,sais,Satellite-data Acquisition System 4
TCP,1645,mloadd,datametrics
TCP,1646,informatik-lm,sa-msg-port
TCP,1647,nms,rsap
TCP,1648,tpdu,concurrent-lm
TCP,1649,rgtp,kermit
TCP,1650,blueberry-lm,nkd
TCP,1651,ms-sql-s,shiva_confsrvr
TCP,1652,ms-sql-m,xnmp
TCP,1653,ibm-cics,alphatech-lm
TCP,1654,saism,stargatealerts
TCP,1655,tabula,dec-mbadmin
TCP,1656,eicon-server,dec-mbadmin-h
TCP,1657,eicon-x25,fujitsu-mmpdc
TCP,1658,eicon-slp,sixnetudr
TCP,1659,cadis-1,Silicon Grail License Manager
TCP,1660,cadis-2,skip-mc-gikreq
TCP,1661,ies-lm,netview-aix-1
TCP,1662,marcam-lm,netview-aix-2
TCP,1663,proxima-lm,netview-aix-3
TCP,1664,ora-lm,netview-aix-4
TCP,1665,apri-lm,netview-aix-5
TCP,1666,oc-lm,netview-aix-6
TCP,1667,peport,netview-aix-7
TCP,1668,dwf,netview-aix-8
TCP,1669,infoman,netview-aix-9
TCP,1670,gtegsc-lm,netview-aix-10
TCP,1671,genie-lm,netview-aix-11
TCP,1672,interhdl_elmd,netview-aix-12
TCP,1673,esl-lm,Intel Proshare Multicast
TCP,1674,dca,Intel Proshare Multicast
TCP,1675,valisys-lm,Pacific Data Products
TCP,1676,nrcabq-lm,netcomm1
TCP,1677,proshare1,groupwise
TCP,1678,proshare2,prolink
TCP,1679,ibm_wrless_lan,darcorp-lm
TCP,1680,world-lm,microcom-sbp
TCP,1681,nucleus,sd-elmd
TCP,1682,msl_lmd,lanyon-lantern
TCP,1683,pipes,ncpm-hip
TCP,1684,oceansoft-lm,SnareSecure
TCP,1685,csdmbase,n2nremote
TCP,1686,csdm,cvmon
TCP,1687,aal-lm,nsjtp-ctrl
TCP,1688,uaiact,nsjtp-data
TCP,1689,csdmbase,firefox
TCP,1690,csdm,ng-umds
TCP,1691,openmath,empire-empuma
TCP,1692,telefinder,sstsys-lm
TCP,1693,taligent-lm,rrirtr
TCP,1694,clvm-cfg,rrimwm
TCP,1695,ms-sna-server,rrilwm
TCP,1696,ms-sna-base,rrifmm
TCP,1697,dberegister,rrisat
TCP,1698,pacerforum,RSVP-ENCAPSULATION-1
TCP,1699,airs,RSVP-ENCAPSULATION-2
TCP,1700,miteksys-lm,mps-raft
TCP,1701,afs,l2tp / AOL
TCP,1702,confluent,deskshare
TCP,1703,lansource,hb-engine
TCP,1704,nms_topo_serv,bcs-broker
TCP,1705,localinfosrvr,slingshot
TCP,1706,docstor,jetform
TCP,1707,dmdocbroker,vdmplay
TCP,1708,insitu-conf,gat-lmd
TCP,1709,stone-design-1,centra
TCP,1710,netmap_lm,impera
TCP,1711,ica,pptconference
TCP,1712,cvc,resource monitoring service
TCP,1713,liberty-lm,ConferenceTalk
TCP,1714,rfx-lm,sesi-lm
TCP,1715,sybase-sqlany,houdini-lm
TCP,1716,fhc,xmsg
TCP,1717,vlsi-lm,fj-hdnet
TCP,1718,saiscm,h323gatedisc
TCP,1719,shivadiscovery,h323gatestat
TCP,1720,imtc-mcs,h323hostcall
TCP,1721,evb-elm,caicci
TCP,1722,funkproxy,HKS License Manager
TCP,1723,utcd,pptp
TCP,1724,symplex,csbphonemaster
TCP,1725,diagmond,iden-ralp
TCP,1726,robcad-lm,IBERIAGAMES
TCP,1727,mvx-lm,winddx
TCP,1728,3l-l1,TELINDUS
TCP,1729,wins,CityNL License Management
TCP,1730,fujitsu-dtc,roketz
TCP,1731,fujitsu-dtcns,MS Netmeeting / Audio call control / MSICCP
TCP,1732,ifor-protocol,proxim
TCP,1733,vpad,SIMS - SIIPAT Protocol for Alarm Transmission
TCP,1734,vpac,Camber Corporation License Management
TCP,1735,vpvd,PrivateChat
TCP,1736,vpvc,street-stream
TCP,1737,atm-zip-office,ultimad
TCP,1738,ncube-lm,GameGen1
TCP,1739,ricardo-lm,webaccess
TCP,1740,cichild-lm,encore
TCP,1741,ingreslock,cisco-net-mgmt
TCP,1742,prospero-np,3Com-nsd
TCP,1743,pdap-np,Cinema Graphics License Manager
TCP,1744,tlisrv,ncpm-ft
TCP,1745,ngr-t,ISA Server proxy autoconfig / Remote Winsock
TCP,1746,coauthor,ftrapid-1
TCP,1747,rap-service,ftrapid-2
TCP,1748,rap-listen,oracle-em1
TCP,1749,miroconnect,aspen-services
TCP,1750,virtual-places,Simple Socket Library's PortMaster
TCP,1751,micromuse-lm,SwiftNet
TCP,1752,ampr-info,Leap of Faith Research License Manager
TCP,1753,ampr-inter,Translogic License Manager
TCP,1754,sdsc-lm,oracle-em2
TCP,1755,3ds-lm,Microsoft Streaming Server
TCP,1756,intellistor-lm,capfast-lmd
TCP,1757,rds,cnhrp
TCP,1758,rds2,tftp-mcast
TCP,1759,gridgen-elmd,SPSS License Manager
TCP,1760,simba-cs,www-ldap-gw
TCP,1761,aspeclmd,cft-0
TCP,1762,vistium-share,cft-1
TCP,1763,abbaccuray,cft-2
TCP,1764,laplink,cft-3
TCP,1765,axon-lm,cft-4
TCP,1766,shivasound,cft-5
TCP,1767,3m-image-lm,cft-6
TCP,1768,hecmtl-db,cft-7
TCP,1769,pciarray,bmc-net-adm
TCP,1770,sna-cs,bmc-net-svc
TCP,1771,caci-lm,vaultbase
TCP,1772,livelan,EssWeb Gateway
TCP,1773,veritas_pbx,KMSControl
TCP,1774,arbortext-lm,global-dtserv
TCP,1776,xingmpeg,Federal Emergency Management Information System
TCP,1777,web2host,powerguardian
TCP,1778,asci-val,prodigy-internet
TCP,1779,facilityview,pharmasoft
TCP,1780,pconnectmgr,dpkeyserv
TCP,1781,cadabra-lm,answersoft-lm
TCP,1782,pay-per-view,HP JetSend
TCP,1783,winddlb,Port 04/14/00 fujitsu.co.jp
TCP,1784,corelvideo,Finle License Manager
TCP,1785,jlicelmd,Wind River Systems License Manager
TCP,1786,tsspmap,funk-logger
TCP,1787,ets,funk-license
TCP,1788,orbixd,psmond
TCP,1789,rdb-dbs-disp,hello
TCP,1790,chip-lm,Narrative Media Streaming Protocol
TCP,1791,itscomm-ns,EA1
TCP,1792,mvel-lm,ibm-dt-2
TCP,1793,oraclenames,rsc-robot
TCP,1794,moldflow-lm,cera-bcm
TCP,1795,hypercube-lm,dpi-proxy
TCP,1796,jacobus-lm,Vocaltec Server Administration
TCP,1797,ioc-sea-lm,UMA
TCP,1798,tn-tl-r2,Event Transfer Protocol
TCP,1799,mil-2045-47001,NETRISK
TCP,1800,msims,ANSYS-License manager
TCP,1801,simbaexpress,Microsoft Message Queuing
TCP,1802,tn-tl-fd2,ConComp1
TCP,1803,intv,HP-HCIP-GWY
TCP,1804,ibm-abtact,ENL
TCP,1805,pra_elmd,ENL-Name
TCP,1806,triquest-lm,Musiconline
TCP,1807,vqp,Fujitsu Hot Standby Protocol
TCP,1808,gemini-lm,Oracle-VP2
TCP,1809,ncpm-pm,Oracle-VP1
TCP,1810,commonspace,Jerand License Manager
TCP,1811,mainsoft-lm,Scientia-SDB
TCP,1812,sixtrak,RADIUS
TCP,1813,radio,RADIUS Accounting / HackTool.SkSocket
TCP,1814,radio-bc,TDP Suite
TCP,1815,orbplus-iiop,MMPFT
TCP,1816,picknfs,HARP
TCP,1817,simbaservices,RKB-OSCS
TCP,1818,issd,Enhanced Trivial File Transfer Protocol
TCP,1819,aas,Plato License Manager
TCP,1820,inspect,mcagent
TCP,1821,picodbc,donnyworld
TCP,1822,icabrowser,es-elmd
TCP,1823,slp,Unisys Natural Language License Manager
TCP,1824,slm-api,metrics-pas
TCP,1825,stt,DirecPC Video
TCP,1826,smart-lm,ARDT
TCP,1827,isysg-lm,ASI
TCP,1828,taurus-wh,itm-mcell-u
TCP,1829,ill,Optika eMedia
TCP,1830,netbill-trans,Oracle Net8 CMan Admin
TCP,1831,netbill-keyrep,Myrtle
TCP,1832,netbill-cred,ThoughtTreasure
TCP,1833,netbill-auth,udpradio
TCP,1834,netbill-prod,ARDUS Unicast
TCP,1835,nimrod-agent,ARDUS Multicast
TCP,1836,skytelnet,ste-smsc
TCP,1837,xs-openstorage,csoft1
TCP,1838,faxportwinport,TALNET
TCP,1839,softdataphone,netopia-vo1
TCP,1840,ontime,netopia-vo2
TCP,1841,jaleosnd,netopia-vo3
TCP,1842,udp-sr-port,netopia-vo4
TCP,1843,svs-omagent,netopia-vo5
TCP,1844,shockwave,DirecPC-DLL
TCP,1850,t128-gateway,GSI
TCP,1851,lontalk-norm,ctcd
